Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Congo, Rep.",COG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,4050415.527,16481632.66,40032269.02,30842951.46,35349296.93,56079518.98,34948545.69,12689672.8,22439698.31,43448956.41,9095236.529,-7125213.161,22551558.22,32753529.69,2739032.536,286054322.1,2990000,125018925.8,72579070.69,79171534.76,32777255.42,538212550.2,-97897925.12,-135361238.2,199155451,219545648.8,88399286.1,800996241.6,1487693084,1422370639,1940120151,1184284701,1520744891,298288001.2,-69253909.37,1878325499,2887256932,4278118365,50574345.34,1158816776,
Colombia,COL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,43000000,43128140,18457070,23842600,40889760,37068850,25000000,65000000,107000000,127000000,157137700,265000000,366000000,618000000,584000000,1023000000,674000000,319000000,203000000,576000000,500000000,456900000,728700000,959100000,1446497261,968368273.6,3111676590,5562216362,2828826262,1507907130,2436459923,2541942612,2133698124,1720493455,3115635874,10235419011,6750618035,8885767540,10564151395,8034565810,6429772238,14646779979,15039331646,16209390068,16167022827,11723216758,13850061984,14013379726,
Comoros,COM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,150000,,,,,7546566.717,3767051.259,3266400.378,393003.1038,2506163.334,-1446978.125,190704.7806,177714.24,889525.0177,510000,20000,384216.3907,271000,93636.11508,1145914.995,430423.4793,791465.1029,671354.6939,558643.2487,777728.3459,7681783.082,4631824.185,13784111.95,8342263.125,23088175.8,10375785.66,4230442.065,4678330.436,5146839.506,8015624.666,8607994.466,
Cabo Verde,CPV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,-8734.1784,2786140.595,597911.68,174023.2565,252601.2166,1744334.228,450471.753,3644068.127,2128443.354,26180647.12,28528007.74,11576610.74,9039816.275,53318559.52,34202238.38,9010186.206,14759046.68,39216510.81,67638273.8,80513541.33,131539968,191764359.2,210903689.3,126003552.2,116200563.6,102246382.2,128009964.8,89297444,180589795.4,96071472.84,125330054.9,110006483.4,
Costa Rica,CRI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,62500000,48600000,43500000,52600000,69600000,28900000,60700000,55900000,69900000,61000000,80300000,122200000,101300000,162500000,178400000,226000000,246700000,297600000,336900000,426950000,408170000,613080000,619469212,723426415.3,621846413.2,723172624.8,774386239.8,1083718486,1528787464,1801002598,2241492021,2436112218,1614614468,1906923793,2733268840,2696295211,3205384977,3242149797,2955521681,2620435491,2856006597,
Caribbean small states,CSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,93940000,115942275.6,106390140.2,85414477.69,129989482.7,117051639.3,157112908.8,100956960.8,117253333.4,90621568.68,290429902,414105555.7,243783333.4,216191666.7,79347352.85,43155758.85,-26018518.52,89487037.04,42805465.22,105441525.1,377119172.1,526458954.2,572953464.1,653763098.2,935569632.4,829172787.6,885228082,1719728568,1614511926,1680714126,1603241725,1965089748,1923471097,2203487732,2292694847,3132557854,3749473256,3914059458,6464389874,3108814128,2838948469,2169172894,581473803.7,816454253.5,2866185993,2189776815,2106220676,2243618284,
Cuba,CUB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105698324,146536312.8,55251396.65,89329608.94,70502234.64,69702234.64,-1508379.888,69296089.39,146435754.2,133083798.9,172681564.2,
Cayman Islands,CYM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,1830000,2540000,41010000,25720000,75110000,56550000,19560000,97120000,19930000,17520000,668240000,453980000,14280000,104740000,22430000,79460000,49040000,-8540000,27490000,459760000,467070000,50310000,1231710000,3150870000,4354110000,6475830000,7626860000,3922820000,-195890000,-2688560000,9669090000,9505953000,24820124000,28212246000,20152558000,21142340000,8952257000,16014200000,8298842000,51047734000,20004039000,52430528000,39865060000,37433209000,
Cyprus,CYP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,20200000,29600000,36400000,37200000,32400000,18100000,32399852.81,41409229.36,57026191.23,70533030.88,84973393.79,78304678.27,71520842.97,68357791.44,52686514.25,57954233.56,46319251.91,51964617.64,62147895.56,69749822.21,126615461.4,81820990.74,107441112.7,83432989.4,75174068.6,243136818.6,233749453.8,546519214.6,345398143.2,813054280.1,854874285.7,944742874,1103449726,908147518,1118841809,1161973511,1872392935,2295454940,2337953031,2830582843,13596805274,-11920544950,49600567279,-6025166434,-754354504.9,8106710246,8231019093,11018805948,
Czech Republic,CZE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654278424.7,878231739.7,2567564642,1435279128,1286492873,3700169388,6312596676,4987079129,5640707236,8496609036,2021275746,6423465151,13730164683,7132002408,13815656004,8815393022,5271613702,10167834375,4188736491,9433199805,7357578653,8088661930,1699914617,10850612308,9210079462,
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,1103338755,1897270696,2102302343,2176992344,690496822.9,1321369938,949983808.6,1603458933,1732552304,342426421.3,320000208.4,760702889.3,1724036789,529910797.9,821452292,2241274122,2118621892,1064750344,7013826393,3003918963,4748284117,-2117171191,401340977.3,7290396144,11985480325,6429188834,12796405657,23635840374,55906671344,2.47987E+11,56930659865,51222015765,65348359021,-20444719446,59855759874,87441737296,50845049519,30926055579,56668665258,86053684912,97480731020,65464274951,67407574807,19778357284,54117739829,58056857839,77983391530,
Djibouti,DJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290106.403,2290106.403,1423579.656,1423579.656,3218527.917,3263542.294,3100365.179,3173513.541,3212901.12,3286049.482,3392958.626,3432346.206,14224542.96,38543559.85,22203341.19,108287709.4,195351140.3,227654582.2,96859684.56,36501032.52,79000230.7,109998255.7,286004467.7,152998382.3,123998424.5,159998874.6,165001125.4,
Dominica,DMA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,80000,,,,4800000,200000,200000,2300000,3000000,5185185.185,13518518.52,11925925.93,17196296.3,12888888.89,15222222.22,20411111.11,13200000,22600000,54092592.59,17800000,21114814.81,6511111.111,17955555.56,17596296.3,17115925.93,20110637.04,31472140.74,26173948.15,19235559.26,25907525.93,40486774.81,56548262.96,42420685.56,24341705.19,14192972.59,23152398.15,17915757.41,14324196.14,11051185.73,41154792.85,-2112051.523,
Denmark,DNK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,104000000,125000000,164000000,212000000,240000000,266942015.5,-190295662.8,75799728.5,89464875.42,223893245.4,104119701,99454249.9,133850097.3,60130799.99,-15356842.12,111103417.6,163266341.1,84660817.12,503338112.9,1089565260,1132146350,1552515351,1017385349,1712766178,5006178362,4139423320,773444115.8,2791671359,6674661469,16847919226,36013297907,9286404806,4430703179,1184825160,-8804165491,12847031342,2385249288,11809448518,2191215666,3771059440,-11767861925,13558894634,-16349825685,680338945.9,6577348987,1850770715,7626405302,2357373494,
Dominican Republic,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,71600000,65000000,43500000,34500000,53600000,63900000,60000000,71500000,63600000,17100000,92700000,79700000,-1400000,48200000,68500000,36200000,50000000,89000000,106100000,110000000,132800000,145000000,179700000,189300000,206800000,414300000,96500000,420600000,699800000,1337800000,989000000,1087900000,926000000,616530000,934480000,1118400000,1528700000,2252900000,2728400000,1695300000,1820200000,2197500000,3415900000,1599900000,2385300000,2227300000,2516100000,3597200000,
Algeria,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,80120000,600000,41490000,51000000,358000000,119000000,187000000,178452646.8,135152172.3,25692486.04,348669038.1,13207259.36,-53569192.64,417641.1628,802668.8741,397788.2971,5316528.378,3711537.9,13018265.02,12091646.8,334914.5642,11638686.45,30000000,,,,270000000,260000000,606600000,291600000,280100000,1113105541,1065000000,637881239,881851385,1156000000,1841000000,1686736540,2638607034,2746930734,2300369124,2571237025,1500402453,1691886708,1502206171,-537792920.9,1638263954,1200965280,
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,222700000,170800000,203415000,347775000,778419254.6,566412206.1,649420314.5,748941449,705872960.1,698475969,1138936767,2008131440,2402953612,2818960513,2837399466,2948314514,3116051313,3926108367,6739414498,8959724485,10451967905,13337659853,21404535493,38907838236,45563601735,50797426350,58568392126,62529210490,57851008337,50388416422,48210165806,52533065339,63294753313,68498234567,83281375498,1.29275E+11,1.52273E+11,1.93449E+11,2.1136E+11,1.55829E+11,2.98626E+11,3.37052E+11,3.0472E+11,3.61768E+11,3.29521E+11,3.06307E+11,2.19324E+11,2.42226E+11,
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1146468988,1092634758,542212658.5,1025431075,-1639291255,4260400964,243483020,2021680052,2920875282,1797116427,227999974.1,12828633005,15021513593,8928528774,8721042654,5689243244,5990241535,2017664759,7499474165,7885987296,11079077876,15745359729,17266466464,18146338778,29755599772,33570417059,41104595537,57576990535,50608188028,59198870261,51385453424,59921009808,51164472788,42973580828,63504590884,1.1155E+11,1.52968E+11,1.96452E+11,2.37911E+11,1.70374E+11,1.769E+11,1.936E+11,1.81185E+11,2.15409E+11,1.88898E+11,2.1853E+11,1.93312E+11,2.11924E+11,
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1421940144,1598681272,1547717363,1127214672,2785373653,1485904640,2353670444,2502043470,3173309040,3778029443,4876756313,6733676198,7313552237,7754947708,6095437478,8557720003,12394219137,15818474722,21078250399,22425223562,29807929801,27585828015,35592282554,51949453201,64710817858,81052985804,81172485151,94780186363,96055394383,1.20588E+11,1.74697E+11,1.27669E+11,1.12877E+11,1.26788E+11,1.98736E+11,1.87817E+11,2.85603E+11,3.9641E+11,3.85572E+11,2.8773E+11,4.96969E+11,5.60586E+11,5.1773E+11,5.90851E+11,6.32002E+11,6.16477E+11,5.30862E+11,5.12462E+11,
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,64000000,114000000,10000000,27000000,34000000,75000000,18000000,95000000,55000000,46000000,113000000,99000000,125000000,115000000,354000000,663000000,688010000,905900000,2613581308,3784907350,2958930782,5526145354,6468696000,12353181273,10668071695,9947467606,9061234015,14216733364,13974349053,24770371171,44402534382,56158702755,1.04887E+11,1.44872E+11,1.66737E+11,91423747583,88290971468,1.21283E+11,1.07466E+11,1.18709E+11,66732088946,58701719780,89726218597,69482839333,
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4093872127,5503643436,6156589236,8998721507,11653464314,9280403268,7404833783,11352770432,12417196969,16485026703,20030470199,15856116173,13543690662,15219683617,9536820213,16148230981,26264259828,40304550262,56920831985,79474545578,97646849041,75078191083,71807754268,80543771779,84635354628,1.32095E+11,1.27625E+11,1.57825E+11,2.81738E+11,4.13156E+11,7.48984E+11,3.59089E+11,4.0904E+11,3.74058E+11,4.41172E+11,1.00563E+12,1.2462E+12,1.86089E+12,1.234E+12,5.86088E+11,6.92369E+11,9.99841E+11,8.82975E+11,7.01162E+11,5.08821E+11,8.11341E+11,1.00748E+12,6.92755E+11,
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,-19900000,34500000,48600000,63400000,70000000,60000000,40000000,50000000,50000000,62000000,81000000,123000000,155000000,160000000,126000000,160000000,178000000,473720000,576330000,452480000,499680000,723950000,869980000,648410000,-23439367.91,538568575.2,783261009.6,871513414,836939593.9,493413835.5,271428852.5,193872526.9,1057036020,308548890.1,165836320.4,644072358.7,567487300.9,727033206.3,772269946.1,1322490337,767413868.1,618432412.3,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,104777603.4,318166137.2,1216285716,548285715.1,752571429.6,293571429,490000000.7,729142857.6,1177571429,1217428571,947714285.7,1190000000,1250181818,734000000,253000000,459000000,493000000,1256000000,598000000,636000000,890550000,1076000000,1065300000,1235000000,509900000,646900000,237400000,1253300000,5375600000,10042800000,11578100000,9494600000,6711600000,6385600000,-482700000,2797700000,4192200000,4612200000,6925200000,8106800000,7391700000,
Euro area,EMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2329723312,3440783681,4601615114,5773837484,6560520483,5293536076,4202599300,5973234914,7935252038,9177926285,9467112400,8864942287,7096618491,8768624101,8872247065,9208313745,13176223321,21016367422,31148519724,40244076769,53137374022,45644508467,48956693736,47279424494,49404203013,68196521062,70465707781,72629335606,1.4167E+11,1.99513E+11,4.66002E+11,2.32227E+11,2.53456E+11,2.69354E+11,2.70006E+11,6.33807E+11,8.17612E+11,1.28737E+12,6.52474E+11,3.89859E+11,5.08407E+11,7.64489E+11,6.45738E+11,5.4835E+11,3.18795E+11,5.66829E+11,5.00022E+11,4.89772E+11,
Eritrea,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36701848.96,41097917.23,148518255.4,83222078.14,27870106.71,12131626.5,22766165.86,24999786.56,24103664.84,1431553.832,15375609.76,7206504.065,39000000,91000000,91000000,39000000,41358136.65,43858858.13,46510785.84,49323061.48,52305000,55468000,
Spain,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,222000000,202000000,268000000,390000000,358000000,682635310.6,477622019.9,607674770,1178156262,1396810449,1492697190,1706766879,1782685066,1622388936,1771829760,1967804468,3450598177,4570700793,7020568174,8428379549,13983611812,12492782829,13275723087,9681480382,9215766127,8085535585,9623214732,8937220784,14282263312,18523395458,40489477035,28892264555,39409654769,30740341153,25176365229,26720350857,32989821047,73772822154,79557788103,13478740375,41020054117,31782139561,24915158981,52287690611,34889756901,25350485005,39776176760,6203743186,
Estonia,EST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82271988.64,162224912.5,214426829.5,201489377.9,150222440.2,266223909.4,580524122.7,305183394.2,416214286.8,592889580.2,338234260.4,1037745583,1086502853,3127298002,2212181185,3429043145,1873250285,1865561410,2592803327,1118556804,1788040739,1098646096,1780989569,-714370930.3,939248602.5,1555186132,
Ethiopia,ETH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,5845410.631,,,,,,,,,,,,,,,170000,3500000,17210000,14140000,21930000,288490000,260670000,69980000,134640000,349400000,255000000,465000000,545100000,265111675.5,545257102.2,222000573,108537544,221459581.4,288271568.3,626509560.4,278562822.2,1343876024,1855050376,2626520130,3988953392,4017159565,
European Union,EUU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4029972127,5421108297,6038884435,8792533397,11250850358,8959229036,7029375647,10562034103,11906799799,16013770301,19954987930,15042889623,13012742757,14249234803,8827583031,15203843972,23007767555,37673716358,55907790458,74806750295,90402434400,71848416481,68816253507,74212482796,75862416554,1.20655E+11,1.14208E+11,1.35808E+11,2.59931E+11,3.86527E+11,7.09129E+11,3.34153E+11,3.85263E+11,3.29875E+11,4.00755E+11,9.65758E+11,1.11515E+12,1.69287E+12,1.07711E+12,4.452E+11,5.78109E+11,8.51111E+11,7.14124E+11,6.15982E+11,4.25312E+11,6.41054E+11,8.89317E+11,6.0492E+11,
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,217570000,45790000,158899985,241815000,172881812.7,281707686.6,434055915.3,-166544167.8,-174021157.5,-159980299.2,-606278205,-178679304.5,-135733213,-221810702.9,165566979.8,395346550,64526610.66,242792858.8,607152355.8,1061751062,710128098.9,913801215.4,942759316.8,1661261867,719713752.5,1347744497,1009850961,1653603626,2325885280,2709583467,3088812425,3996996969,4611762875,8399324310,6867749079,8593589791,12683513978,19253310581,23030698129,18607422408,22581849757,19955999733,25253431593,27305564427,22369120886,25177858889,14084636410,10929506681,
Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,18000000,25000000,37000000,13000000,35000000,68270104.62,57984170.91,48060229.2,33797154.83,27528009.75,27949721.28,99646702.73,910574.1328,84470656.84,136184676.1,112511585.5,347666909.4,264727838.1,531741374.9,490175830.8,812172838.2,-232904201.9,396369713.7,863526070.9,1495765796,1044126141,1118243130,2128500261,12028620490,4649170221,13499419748,3222225509,8080985212,5963557456,6771281519,10875828408,4631613504,21985066155,19403176598,-8826514767,12226437616,-6008160154,4932843235,-4940707106,17243598342,16843228522,4503963931,14197916867,
Fiji,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,10170587.69,36334087.82,36249750.06,36827764.64,31946263.97,23314315.29,21672150.93,8032725.264,16159396.5,31602682.5,8764044.944,91903054.99,5150595.622,103593446.2,91193591.8,67548877.32,69542545.63,2422860.4,15585225.21,107005343.6,-33204290.16,591375.1146,41301661.85,30674592.44,40313853.13,250618684.7,184929270.4,460444078.5,377939524.3,338522354.6,160649876.1,356156642.7,402356103.4,375988474.2,264709009.8,347993346.5,307878423.7,281832467.5,300456697.5,
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,621212781.7,525655900.1,656666980.5,1125479247,1846644388,1563849883,977422843.6,1896159372,2471468400,2588309413,3282773278,2469631625,1585298782,1725670869,2397989219,2595492780,3255870956,5139716802,8489906284,10303924629,13183285335,15152742090,21839501253,20754044036,15797125295,23736300874,21971888803,23047924755,29518429032,45986859387,41382267637,50126614944,51493238175,42324928758,35581202492,85179159787,78945704920,83780962091,67999194663,18380195793,38899924638,44191741840,32950453828,31589259642,5809580555,42803255076,45349681278,47335618619,
Faroe Islands,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70790000,0,-220000,-890000,,-230000,0,0,0,40000,590000,16690000,-5300000,600000,800000,800000,1000000,800000,20209300,800000,,,
Gabon,GAB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,56546282.41,55048465.05,31522217.03,54575942.02,131738211.4,111844131.9,8124375.431,15091384.25,110249347.8,89806044.84,132550733.9,-30532121,73457901.59,-54589233.79,126940086.2,-113715590.7,-99602904,-314523680.4,-489085742.1,-311296101.2,146627239.3,-156621952.2,278061232,-100615451,1160708.31,99666154.02,313970792,326161877.9,267805000,710718982.4,760163030.2,663998523.8,521665631,874873163.5,-220873665.8,771192616,1047702841,990434781.2,1240984044,1498038420,
United Kingdom,GBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1487998812,1771224349,1207963191,2722732320,4373743380,3318535790,3006207709,4426545754,3787370849,6469481160,10122844316,5879375698,5413259759,5178781726,-347322544.8,5476472897,8569621722,15921475125,22567507454,31650103696,33503670308,16451468252,16558927717,16518190746,10725097717,21731466933,27390452985,37505198184,74651622351,89337010345,1.6413E+11,56090924809,89760582753,36011240473,87059621382,2.52653E+11,2.03636E+11,2.09515E+11,2.53454E+11,14547108445,66734551294,27012050072,46750789728,54473175400,58890445253,45333483122,2.65811E+11,64685400973,
Georgia,GEO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242500000,265300000,82300000,131466678.3,109871635.5,160398660.5,334891041.6,492732940,453107292,1171394522,1880018941,1596712488,658217023.1,900378254.4,1166064355,942896945.1,1028019553,1817880235,1659056485,1570511965,1829933045,
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,70869955,-18260970,19217479.38,9696236.565,-2800000,15600000,16263752,16300000,2400000,2000000,5600000,4300000,4700000,5000000,15000000,14800000,20000000,22500000,125000000,233000000,106500000,120000000,81800000,167400000,243700000,165900000,89320000,58930000,136751000,139270000,144970000,636010000,1383177930,2714916344,2372540000,2527350000,3247588000,3294520000,3227000000,3363389444,3192320531,3485333369,3254990000,
Gibraltar,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-100000,80000,1160000,2340000,3250000,3350000,3680000,9710000,20000,7980000,2000000,32440000,19000000,1390000,12110000,-110000,5120000,25770000,30060000,67330000,36140000,37110000,88620000,38150000,-5620000,10780000,-21870000,126100000,-162010000,130610000,2007958000,-12276000,-7638000,29172000,217138000,301404000,552282000,2359387000,4179292000,3084508000,710374000,7553969000,952301000,-1334670000,-3156188000,-2174517000,-2292718000,-2541141000,
Guinea,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,8400000,12850000,15680000,12330000,17860000,38770000,19690000,2720000,210000,769000,23774000,17301000,17810000,63452427,9942000,1677000,0,78966000,0,105000000,125000000,385900000,381880000,91030000,101350000,956060000,605560000,190000,-73758603.66,53272458.42,1618447260,577380000,
"Gambia, The",GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,2003062.251,11682437.06,280000,2280797.212,270000,-400000,-1700000,-500000,-1990000,1477026.691,1170485.974,14785696.26,14120000,9197230.379,6329113.924,11065335.21,9722679.115,7727641.744,10664064.19,11666476.04,,,43520000,35480000,42826666.67,18272720.34,55526319.44,53650280.02,82208102.59,78094820.96,70792382.32,39447343.71,37140887.81,36077136.08,41183457.77,68340322.38,23014092.04,-1692732.888,-1132320.07,5445631.489,
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,-130000,,40000,,230000,,,,,2290000,1440000,820000,120000,680000,470000,2020000,2090000,5830000,3300000,430000,40000,1030000,11479108.88,4407138.208,730876.6134,702270.8631,395613.5963,3561035.879,4005503.687,1915633.352,8692468.09,17887123.56,18770117.49,6630074.028,18890200,26240200,25024047.39,6624917.193,19639703.8,28852727.69,18575499.45,14221700,16552849.73,
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,-20000,,,-180000,450000,520000,2170000,2440000,5630000,1680000,500000,890258.9696,11073778.66,41324758.93,6018320.158,22301675.64,16995533.49,126924170.7,376180404.2,53451528.18,274768116.7,154296173.9,154499589.9,940741215.7,323391507.5,689779766,340914468.5,769146185.2,469506014.6,1242731087,-793872332.8,1636219625,2734000000,1975000000,985256411.5,582948749.1,167875165.6,233242320.5,53955828,304074312.2,
Greece,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,50000000,42000000,55000000,62000000,67000000,24000000,305000000,387000000,428000000,613000000,672000000,520000000,436000000,439000000,485000000,447000000,471000000,683000000,907000000,752000000,1005000000,1135000000,1144000000,977000000,981000000,1053000000,1058000000,984000000,,567300000,-8200000,2000000,34197830.1,1407469096,2147448817,689960219.9,5409239581,1957669989,5733408744,2762586782,533689272.7,1092091924,1663327173,2945417938,2696796379,1268311158,2697870441,3571265225,
Grenada,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-100000,1400000,,,,1900000,2500000,2800000,4111111.111,4481481.481,14722222.22,14981481.48,10481481.48,12874074.07,15274074.07,22581481.48,20248148.15,19311111.11,19977777.78,16962962.96,33500000,48685185.19,41551851.85,37407407.41,58748148.15,54488888.89,89166666.67,65014333.33,70157129.63,89787148.15,156554796.7,134832583.3,102556363,60420861.11,42648183.7,31489862.96,74688413.33,88959353.47,150889495.2,94898025.91,111670867.3,
Greenland,GRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,97500000,127200000,117000000,110700000,127100000,77100000,45000000,38000000,61800000,68800000,150200000,329900000,76200000,47700000,90700000,94100000,142500000,65200000,75200000,76900000,84400000,672800000,154600000,-788600000,-936494410.4,-1016996774,19488617.6,321400000,540000000,635300000,859200000,751109109.8,696452714.3,845598200,1139659133,1263638429,1353141908,1165765000,1175523400,1174500000,1013100000,
Guam,GUM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-1764705.883,4020000,588235.2943,588235.2943,-1777777.778,4433333.335,4733333.335,4489019.519,1810974.269,-9000000,4350000,2100000,-2060000,7900000,12340000,146610000,69540000,106690000,74420000,59000000,52000000,44000000,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,277910000,200558390,237750048.6,137700000,31999078.17,212151381.7,
